route,screen_block,ui_label,technical_field,data_class,source_of_truth,canonical_table,external_source,calculation_owner,calculation_formula,persistence_strategy,sensitivity_level,rls_scope,demo_fallback,write_back_required,notes
/izin-tanimlari,metrics,İzin tipi sayısı,leave_type_count,computed_metric,PULS calculation,puls_calc.leave_setup_overview,puls_workflow.leave_types,SQL view,COUNT active leave types,view,low,tenant_admin,dev_only,no,
/izin-tanimlari,list,İzin adı,leave_type_name,puls_configuration,PULS admin,puls_workflow.leave_types,PULS setup,backend validation,required unique code,persist_on_submit,low,tenant_admin,dev_only,no,
/izin-tanimlari,list,Hak gün,annual_entitlement,puls_configuration,PULS admin,puls_workflow.leave_types,PULS setup,backend validation,seniority rule or fixed days,persist_on_submit,low,tenant_admin,dev_only,no,
/izin-tanimlari,list,Belge zorunlu,requires_document,puls_configuration,PULS admin,puls_workflow.leave_types,PULS setup,none,,canonical,low,tenant_admin,dev_only,no,
/izin-tanimlari,list,Onay akışı,approval_policy_id,puls_configuration,PULS admin,puls_workflow.approval_policies,PULS setup,backend validation,policy exists,canonical,low,tenant_admin,dev_only,no,
/masraf-kategorileri,metrics,Kategori sayısı,expense_category_count,computed_metric,PULS calculation,puls_calc.expense_setup_overview,puls_workflow.expense_categories,SQL view,COUNT active categories,view,low,tenant_admin,dev_only,no,
/masraf-kategorileri,metrics,Aylık toplam limit,expense_monthly_total_limit,computed_metric,PULS calculation,puls_calc.expense_setup_overview,expense_categories,SQL view,SUM monthly_limit,view,medium,tenant_admin,dev_only,no,
/masraf-kategorileri,list,Kategori adı,expense_category_name,puls_configuration,PULS admin,puls_workflow.expense_categories,PULS setup,backend validation,required unique code,persist_on_submit,low,tenant_admin,dev_only,no,
/masraf-kategorileri,list,Aylık limit,expense_category_monthly_limit,puls_configuration,PULS admin,puls_workflow.expense_categories,PULS setup,backend validation,non negative money,persist_on_submit,medium,tenant_admin,dev_only,no,
/masraf-kategorileri,list,Belge eşiği,receipt_required_over,puls_configuration,PULS admin,puls_workflow.expense_categories,PULS setup,backend validation,non negative money,persist_on_submit,medium,tenant_admin,dev_only,no,
/masraf-kategorileri,list,Muhasebe kodu,erp_account_code,puls_configuration,PULS admin,puls_workflow.expense_categories,ERP accounting mapping,backend validation,text account code,persist_on_submit,medium,tenant_admin,dev_only,optional,
/performans-parametreleri,metrics,Yıl,dashboard_perf_config_year,puls_configuration,PULS admin,puls_performance.performance_config,PULS setup,none,,canonical,low,tenant_admin,dev_only,no,
/performans-parametreleri,list,Yetkinlik şablonu,competency_template_name,puls_configuration,PULS admin,puls_performance.competency_templates,PULS setup,backend validation,active template,persist_on_submit,low,tenant_admin,dev_only,no,
/performans-parametreleri,list,KPI ağırlıkları,kpi_category_weights,puls_configuration,PULS admin,puls_performance.kpi_category_weights,PULS setup,backend validation,total weight equals 100,persist_on_submit,low,tenant_admin,dev_only,no,
/performans-parametreleri,list,Skor bandı,score_bands,puls_configuration,PULS admin,puls_performance.score_bands,PULS setup,backend validation,non overlapping thresholds,persist_on_submit,low,tenant_admin,dev_only,no,
/profil,profile,Ad soyad,profile_full_name,external_master,ERP or HR cache,puls_core.employees,Canias HR,none,,canonical_cache,medium,self,dev_only,no,
/profil,profile,E-posta,profile_email,external_master,Auth or HR,puls_core.employees,Supabase Auth plus HR,none,,canonical_cache,medium,self,dev_only,no,
/profil,profile,Departman,profile_department,reference,PULS canonical,puls_core.departments,Canias HR,SQL join,current employee department,canonical,low,self,dev_only,no,
/profil,profile,Pozisyon,profile_position,reference,PULS canonical,puls_core.positions,Canias HR,SQL join,current employee position,canonical,low,self,dev_only,no,
/profil,summary,İzin bakiyesi,profile_leave_balance,computed_metric,PULS calculation,puls_calc.leave_balance_summary_by_employee,leave_balances,SQL view,current employee balance,view,medium,self,dev_only,no,
/profil,summary,Bekleyen masraf,profile_pending_expense,computed_metric,PULS calculation,puls_calc.expense_overview,expense_claims,SQL view,current employee pending amount,view,medium,self,dev_only,no,
/profil,summary,Performans,profile_performance_summary,computed_metric,PULS calculation,puls_calc.performance_overview,performance_scores,SQL view,current cycle score label,view,medium,self,dev_only,no,
/profil,activity,Son aktiviteler,profile_recent_activity,puls_transaction,PULS audit,puls_audit.audit_logs,app events,SQL view,current actor events,append_only,medium,self,dev_only,no,
/ayarlar,sections,Hesap güvenlik,account_security_settings,puls_configuration,Supabase Auth,auth.users,Supabase Auth,auth provider,,external_managed,medium,self,none,no,PULS UI opens settings but auth source is Supabase
/ayarlar,sections,Tenant ayarları,tenant_settings,puls_configuration,PULS admin,puls_core.tenants,PULS setup,backend validation,tenant config update,canonical,medium,tenant_admin,dev_only,no,
/ayarlar,sections,Bildirim,notification_preferences,puls_configuration,PULS user settings,puls_core.user_preferences,PULS UI,backend validation,per user preferences,canonical,low,self,dev_only,no,
/ayarlar,sections,Dil bölge,locale_preferences,puls_configuration,PULS user settings,puls_core.user_preferences,PULS UI,backend validation,locale and timezone,canonical,low,self,dev_only,no,
/ayarlar,sections,Tema,theme_preference,puls_configuration,PULS user settings,puls_core.user_preferences,PULS UI,frontend,local or user preference,canonical_or_local,low,self,dev_only,no,
/ayarlar,sections,Rol erişim,role_access_summary,computed_metric,PULS auth,puls_calc.access_overview,user_roles plus employees,SQL view,current role matrix,view,medium,self_admin,dev_only,no,
/ayarlar,setup,Kurulum tanımlar hub,setup_hub_visibility,computed_metric,PULS auth and UI,none,persona role plus active persona,frontend plus guard,isSetupAdmin and activePersona manager,not_persisted,low,self,none,no,RLS still backend role based
/ayarlar,audit,Audit log özeti,audit_log_summary,computed_metric,PULS audit,puls_audit.audit_logs,app events,SQL view,last 30 days sensitive actions,view,medium,tenant_admin,dev_only,no,
/menu,profile,Profil kartı,menu_profile_card,computed_metric,PULS calculation,puls_calc.menu_overview,employees plus tenants,SQL view,current employee and tenant,view,medium,self,dev_only,no,
/menu,metrics,Tenant metrikleri,menu_tenant_metrics,computed_metric,PULS calculation,puls_calc.menu_overview,employees departments positions,SQL view,tenant counts,view,low,self,dev_only,no,
/menu,navigation,Modül listesi,role_based_menu_items,computed_metric,PULS auth and UI,none,user_roles plus employees,frontend,filter by persona and active mode,not_persisted,low,self,none,no,Navigation visibility is UX not security boundary
/menu,ai,AI Koç teaser,ai_coach_teaser_state,puls_configuration,Feature flag,puls_core.feature_flags,PULS admin,frontend,ai_coach_enabled false,canonical,low,self,dev_only,no,No active chat in this phase
/ai-koc,hero,AI durum,ai_coach_status,puls_configuration,Feature flag,puls_core.feature_flags,PULS admin,frontend,ai_coach_enabled false,canonical,low,self,dev_only,no,V1 teaser only
/ai-koc,privacy,Gizlilik mesajı,ai_privacy_message,puls_configuration,PULS product copy,frontend copy,none,frontend,static product copy,not_persisted,low,self,none,no,
/ai-koc,readiness,Vault şeması,vault_schema_status,computed_metric,PULS platform,puls_vault.conversation_messages,migration state,SQL view,schema exists and disabled state,view,low,tenant_admin,dev_only,no,No message writes until AI enabled
/ai-koc,notify,Beni bilgilendir,ai_notify_request,puls_transaction,PULS workflow,puls_core.feature_interest_requests,PULS UI,backend validation,optional waitlist request,canonical,medium,self,dev_only,no,Only if product decides real waitlist
